Date,Total_Sales_EUR_Million,EPS,Close
6/13/2024,10401.78132,6.98,440.4500122
6/16/2024,10382.3011,6.98,446.8999939
6/17/2024,10375.80769,6.98,441.5499878
6/18/2024,10369.31429,6.98,436.6499939
6/19/2024,10362.82088,6.98,442.6499939
6/20/2024,10356.32747,6.98,440.6499939
6/23/2024,10336.84725,6.98,442.1000061
6/24/2024,10330.35385,6.98,436.5
6/25/2024,10323.86044,6.98,437.6000061
6/26/2024,10317.36703,6.98,422.8500061
6/27/2024,10310.87363,6.98,410.0499878
6/30/2024,10291.39341,6.98,412.25
7/1/2024,10284.9,6.98,405.6499939
